account,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,bot
charitywater,1513771,269684,11368,Thu Mar 26 16:20:49 +0000 2009,16453,TRUE,8973,en,FALSE,FALSE,TRUE,0
clippersteveb,10795,21,185,Wed Aug 27 00:48:00 +0000 2014,9,TRUE,36,en,FALSE,FALSE,FALSE,0
140CharsReview,328,1875,28,4/22/2014 16:07,5,FALSE,3335,es,TRUE,FALSE,FALSE,0
petewentz,5156022,398,15982,Fri Sep 12 21:34:37 +0000 2008,62,TRUE,17715,en,FALSE,FALSE,FALSE,0
"""rrr_yaga""",1571,181,49,"""Wed Apr 25 17:50:43 +0000 2012""",608,FALSE,409,"""en""",FALSE,FALSE,FALSE,0
st_vincent,815583,178,4533,Wed Dec 31 22:38:53 +0000 2008,484,TRUE,2391,en,FALSE,FALSE,FALSE,0
aliciakeys,25255491,671,51938,Sat Apr 25 00:46:24 +0000 2009,177,TRUE,6976,en,FALSE,FALSE,FALSE,0
EYJr,50765,1401,1092,Wed Nov 11 20:33:04 +0000 2009,1957,TRUE,7596,en,FALSE,FALSE,TRUE,0
MateenYasin,870,667,1,Sat May 14 13:40:00 +0000 2011,243,FALSE,617,en,FALSE,FALSE,FALSE,0
AdrienneBailon,644027,559,3036,Sun Feb 22 01:22:42 +0000 2009,4051,TRUE,15713,en,FALSE,FALSE,FALSE,0
meiko,45385,158,877,Wed Sep 03 19:26:59 +0000 2008,13431,TRUE,11153,en,FALSE,FALSE,FALSE,0
Schofe,4217692,12820,6511,Tue Jan 13 21:01:47 +0000 2009,39,TRUE,31195,en,FALSE,FALSE,TRUE,0
FBI,1877332,2190,13448,Tue Nov 25 20:13:53 +0000 2008,0,TRUE,9362,en,FALSE,FALSE,FALSE,0
nytimes,34363304,909,187570,3/2/2007 20:41,14320,TRUE,269878,en,FALSE,FALSE,FALSE,0
andersoncooper,9192152,241,54812,Tue Jun 24 22:37:59 +0000 2008,11,TRUE,18144,en,FALSE,FALSE,FALSE,0
mshansoyung,18,40,2,Fri Nov 05 02:55:02 +0000 2010,3,FALSE,51,en,TRUE,FALSE,FALSE,0
Antwanmclean2,41,290,0,Mon Mar 06 20:29:21 +0000 2017,79,FALSE,3,en,TRUE,FALSE,TRUE,0
JessicaGottlieb,30615,6849,1896,7/2/2008 5:38,12274,FALSE,67431,en,FALSE,FALSE,TRUE,0
BOTLibrary,3196,2536,135,Fri Nov 12 19:52:43 +0000 2010,6392,FALSE,9983,en,FALSE,FALSE,FALSE,0
DataCorpLTD,174482,22566,105,Fri Oct 18 20:51:11 +0000 2013,112,FALSE,5639,it,TRUE,FALSE,,0
rikardsteiber,4077,2193,200,Sun Jan 03 06:55:12 +0000 2010,1913,FALSE,2349,en,FALSE,FALSE,FALSE,0
hexa_tech,215,721,0,Fri Dec 18 00:05:26 +0000 2015,0,FALSE,76,en,FALSE,FALSE,,0
robbiewilliams,2540943,129,7363,Fri Aug 28 15:08:55 +0000 2009,767,TRUE,4470,en,FALSE,FALSE,FALSE,0
safiyyahn,5555,296,63,9/1/2010 23:19,11881,FALSE,10335,en,FALSE,FALSE,FALSE,0
terrellowens,1517993,3739,12313,Thu Mar 12 15:29:10 +0000 2009,1412,TRUE,32702,en,FALSE,FALSE,FALSE,0
attibalazs,397,2436,36,5/10/2008 10:53,171,FALSE,569,en,FALSE,FALSE,FALSE,0
kaj33,2039596,333,8897,Mon May 04 22:10:57 +0000 2009,42,TRUE,3361,en,FALSE,FALSE,TRUE,0
lilychumley,42,204,5,4/11/2011 16:47,5490,FALSE,580,en,TRUE,TRUE,FALSE,0
AFI,112499,9471,2038,Fri Jan 16 19:20:26 +0000 2009,1,TRUE,625,en,FALSE,FALSE,FALSE,0
jimmykimmel,9216131,508,23565,3/23/2009 18:05,6348,TRUE,4304,en,FALSE,FALSE,TRUE,0
"""ulat_bulu_bulu""",112379,2116,73,"""Tue Mar 18 04:29:05 +0000 2014""",2641,FALSE,6421,"""en""",TRUE,FALSE,TRUE,0
kcjohnson9,2744,923,69,Tue Nov 03 12:41:57 +0000 2009,2157,FALSE,9699,en,TRUE,FALSE,TRUE,0
KeionBennett1,32,347,0,Wed Mar 08 22:09:14 +0000 2017,15,FALSE,21,en,TRUE,FALSE,TRUE,0
Tatyana_vel,6296,47,1,6/10/2011 7:32,12,FALSE,179,ru,FALSE,FALSE,FALSE,0
BlondieOfficial,216251,227,2357,Tue Jun 30 16:15:15 +0000 2009,88,TRUE,1537,en,FALSE,FALSE,FALSE,0
PSOE,502303,13766,4875,Fri Jun 26 08:48:42 +0000 2009,3374,TRUE,69778,es,FALSE,FALSE,TRUE,0
ThihOliveira,176,96,3,9/12/2009 16:38,1638,FALSE,11388,en,FALSE,FALSE,FALSE,0
ManuDayan,22,161,0,4/8/2012 22:11,4,FALSE,6,es,TRUE,TRUE,FALSE,0
LAAF,12264,821,479,Tue May 10 19:51:05 +0000 2011,1390,TRUE,2136,en,FALSE,FALSE,FALSE,0
GordonKljestan,4639,491,108,Thu Apr 02 16:43:19 +0000 2009,0,FALSE,7,en,FALSE,TRUE,FALSE,0
rpavlovD,9,128,0,12/6/2016 3:13,70,FALSE,17,en,TRUE,FALSE,FALSE,0
conchoss,22,102,0,10/27/2013 13:39,4,FALSE,26,en,TRUE,FALSE,FALSE,0
RiskyBusinessMB,68937,349,1324,Sat Feb 28 23:26:29 +0000 2009,18479,TRUE,47114,en,FALSE,FALSE,FALSE,0
AdamSchefter,5935044,2509,46336,Fri Jun 26 22:55:28 +0000 2009,175,TRUE,34774,en,FALSE,FALSE,TRUE,0
Waxmice,232,386,1,11/14/2013 23:24,3798,FALSE,2369,en,TRUE,FALSE,FALSE,0
"""MeghanMcCain""",318621,603,6491,"""Sat Mar 07 07:49:49 +0000 2009""",10838,TRUE,18794,"""en""",FALSE,FALSE,FALSE,0
MarlonWayans,2073481,2952,9806,Mon Mar 16 23:29:49 +0000 2009,298,TRUE,71174,en,FALSE,FALSE,TRUE,0
naumanminhas91,197,599,2,Sat Apr 16 20:49:41 +0000 2011,135,FALSE,1732,en,FALSE,FALSE,TRUE,0
c11ro,107622,76,1144,Sat Jul 11 22:27:41 +0000 2009,127,TRUE,3900,pt,FALSE,FALSE,TRUE,0
bubbawatson,1870168,637,8785,Wed Sep 16 17:55:47 +0000 2009,305,TRUE,44689,en,FALSE,FALSE,FALSE,0
Maheshbhupathi,947045,271,2618,7/19/2009 10:47,88,TRUE,4905,en,FALSE,FALSE,FALSE,0
thecoppergirl,1583,852,61,2/22/2010 21:46,5036,FALSE,5602,en,FALSE,FALSE,FALSE,0
IAmAnushka,200622,586,0,Fri May 22 12:16:21 +0000 2009,564,TRUE,12902,en,FALSE,FALSE,FALSE,0
nikilanik,354,21,37,Mon Jun 02 21:53:28 +0000 2008,0,TRUE,225,en,FALSE,FALSE,FALSE,0
30SECONDSTOMARS,1909411,17,11139,Sat Feb 14 01:28:26 +0000 2009,10994,TRUE,27849,en,FALSE,FALSE,FALSE,0
Pink,29270575,428,65474,Sat Apr 04 01:16:34 +0000 2009,350,TRUE,6221,en,FALSE,FALSE,FALSE,0
iansomerhalder,6578005,692,36256,Sun Jul 19 16:36:43 +0000 2009,87,TRUE,9536,en,FALSE,FALSE,TRUE,0
kennysule,876,448,38,12/9/2008 5:14,67,FALSE,9732,en,FALSE,FALSE,TRUE,0
KDTrey5,15472164,1450,23557,Tue Apr 28 01:14:36 +0000 2009,77,TRUE,22750,en,FALSE,FALSE,FALSE,0
NYU_OGS,2254,200,45,1/26/2012 16:17,573,FALSE,3437,en,FALSE,FALSE,FALSE,0
heyitsfranklin2,2419,1144,70,12/21/2010 1:19,11257,FALSE,7230,en,FALSE,FALSE,FALSE,0
_pahh,95,15,1,2/14/2009 18:34,5,FALSE,2240,en,FALSE,FALSE,FALSE,0
"""itsfreedomlayag""",758,654,5,"""Sat Nov 28 03:29:03 +0000 2009""",7131,FALSE,30413,"""en""",FALSE,FALSE,TRUE,0
Shinedown,314361,184,2624,Mon Mar 23 21:47:16 +0000 2009,389,TRUE,10659,en,FALSE,FALSE,FALSE,0
AlexanderNoyes,56805,3,1080,Fri Feb 27 02:41:39 +0000 2009,18,TRUE,12376,en,FALSE,FALSE,FALSE,0
TrentVessel7,126786,0,66,11/17/2011 23:27,1084,FALSE,7656,en,FALSE,FALSE,TRUE,0
NelCoetzee,107,268,2,6/5/2009 19:09,134,FALSE,2906,en,FALSE,FALSE,FALSE,0
s_vakarchuk,1871284,9,2572,Mon Oct 12 12:19:35 +0000 2009,2,TRUE,4238,en,FALSE,FALSE,FALSE,0
juliehdavis,30454,797,1024,1/12/2011 23:04,500,TRUE,4676,en,FALSE,FALSE,FALSE,0
nodoubt,605365,60,5588,Wed Apr 01 21:57:41 +0000 2009,389,TRUE,3652,en,FALSE,FALSE,FALSE,0
"""GrahamMcNeill""",6378,44,133,"""Tue Jul 07 11:16:30 +0000 2009""",4458,FALSE,7244,"""en""",FALSE,FALSE,FALSE,0
FreddyAdu,384507,199,3882,Fri May 08 17:56:35 +0000 2009,12,TRUE,5206,en,FALSE,FALSE,FALSE,0
SophieT,1227898,1305,4355,Tue Dec 29 21:18:36 +0000 2009,736,TRUE,3792,en,FALSE,FALSE,FALSE,0
adriancrosby371,2,54,0,3/10/2017 23:26,0,FALSE,1,en,TRUE,FALSE,FALSE,0
agequake,129,238,6,30/12/2010 13:31,610,FALSE,3678,en,TRUE,FALSE,FALSE,0
jasonderulo,3784246,15193,10243,Wed Apr 01 09:05:46 +0000 2009,2513,TRUE,14535,en,FALSE,FALSE,FALSE,0
Patri_Killjoy,669,613,11,1/5/2011 23:15,6369,FALSE,14133,es,FALSE,FALSE,TRUE,0
beastieboys,399054,23907,7363,Thu Feb 05 18:32:35 +0000 2009,1,TRUE,205,en,FALSE,FALSE,FALSE,0
Lilly17254,1,22,0,Sun Mar 12 01:40:24 +0000 2017,1,FALSE,1,en,TRUE,FALSE,FALSE,0
TherealTaraji,4763532,742,8997,Thu Oct 22 16:02:35 +0000 2009,158,TRUE,20404,en,FALSE,FALSE,FALSE,0
benkweller,34960,530,1590,Sat Jun 07 05:29:55 +0000 2008,882,TRUE,3882,en,FALSE,FALSE,TRUE,0
FuthumT,151,1292,1,15/11/2011 22:08,437,FALSE,692,en,TRUE,FALSE,FALSE,0
mimuine,86,2924,0,Sat Aug 02 04:24:17 +0000 2014,0,FALSE,670,en-gb,FALSE,FALSE,,0
T0N0N,171,269,3,11/24/2008 22:19,20,FALSE,8061,en,TRUE,FALSE,FALSE,0
mashable,8476840,2836,129832,Mon Mar 12 01:28:01 +0000 2007,631,TRUE,227103,en,FALSE,FALSE,FALSE,0
malco_sugastti,269,368,2,12/30/2009 1:09,3,FALSE,1896,en,FALSE,FALSE,FALSE,0
kv_karthik,504,207,24,9/2/2009 4:41,27,FALSE,1546,en,FALSE,FALSE,FALSE,0
simonpolrot,578,310,79,Wed Feb 10 17:10:11 +0000 2016,574,FALSE,379,fr,FALSE,FALSE,TRUE,0
johnwoodRTR,384433,423,1872,Sun Sep 20 03:51:32 +0000 2009,1356,TRUE,9924,en,FALSE,FALSE,TRUE,0
jstanfordtulsa,69,293,2,10/9/2009 0:08,234,FALSE,107,en,FALSE,FALSE,TRUE,0
Wild_Programmer,2,44,0,6/17/2016 13:47,1,FALSE,2,en,TRUE,TRUE,FALSE,0
ConanOBrien,22703994,1,88796,Thu Feb 18 20:17:16 +0000 2010,0,TRUE,2895,en,FALSE,FALSE,FALSE,0
algore,3057658,32,39970,Thu Nov 06 22:21:18 +0000 2008,0,TRUE,2054,en,FALSE,FALSE,FALSE,0
"""m_a_n_a_v_1609""",228,64,5,"""Fri Oct 07 11:25:34 +0000 2016""",1449,FALSE,1015,"""en""",FALSE,FALSE,TRUE,0
Octavia_Agnes,46,12,12,16/04/2009 13:49,986,FALSE,6083,en,FALSE,FALSE,FALSE,0
fintechcoach,372,396,78,Wed Sep 09 00:37:56 +0000 2015,381,FALSE,440,en,TRUE,FALSE,FALSE,0
claryssasantana,36,107,3,7/20/2011 2:21,47,FALSE,27,en,FALSE,FALSE,TRUE,0
SnoopDogg,16260659,2742,44143,Fri Mar 30 19:05:42 +0000 2007,2138,TRUE,38435,en,FALSE,FALSE,FALSE,0
FretboardNomad,108,226,0,1/9/2012 1:23,741,FALSE,1570,en,FALSE,FALSE,FALSE,0
Pika34593419,121,592,13,Wed Mar 12 18:41:10 +0000 2014,1690,FALSE,1085,en-gb,TRUE,FALSE,TRUE,0
yokoono,4799319,943150,34624,Thu Nov 27 16:06:43 +0000 2008,107,TRUE,10405,en,FALSE,FALSE,FALSE,0
itsimanjordan,25887,2623,411,Wed Jan 09 21:23:59 +0000 2008,17033,FALSE,14258,en,FALSE,FALSE,FALSE,0
SarahPalinUSA,1427838,139,21577,Thu Aug 13 22:56:16 +0000 2009,0,TRUE,4735,en,FALSE,FALSE,FALSE,0
Gahlaut_Rajput,11,80,0,8/27/2014 15:47,0,FALSE,1,en,FALSE,FALSE,FALSE,0
badbanana,796718,284,13670,3/4/2007 5:57,2666,TRUE,17149,en,FALSE,FALSE,FALSE,0
TWooodley,135677,1708,907,2/1/2010 5:50,11340,TRUE,23655,en,FALSE,FALSE,FALSE,0
ColinDaileda,3673,1485,216,6/10/2010 15:46,5263,FALSE,11406,en,TRUE,FALSE,FALSE,0
Weezer,1803087,504,10029,Fri Oct 10 16:33:54 +0000 2008,3,TRUE,5653,en,FALSE,FALSE,FALSE,0
meerbaz,21,23,0,Thu May 20 15:17:06 +0000 2010,0,FALSE,3,en,TRUE,FALSE,FALSE,0
Jason,283215,852,13208,Sat Aug 05 23:31:27 +0000 2006,54595,TRUE,81749,en,FALSE,FALSE,TRUE,0
khakwani16,68,255,0,Thu Jan 03 17:34:39 +0000 2013,0,FALSE,6,en,TRUE,TRUE,FALSE,0
WeAreTheUsed,198739,9867,2697,Thu Mar 13 22:25:53 +0000 2008,375,TRUE,3957,en,FALSE,FALSE,FALSE,0
pentametron,23477,2,653,3/6/2012 1:10,120,FALSE,59325,en,TRUE,FALSE,FALSE,0
EtsukoRoten8871,67,496,0,10/4/2011 5:12,0,FALSE,3,en,TRUE,FALSE,FALSE,0
sapwnss,288,298,1,1/12/2011 20:49,2949,FALSE,2933,en,TRUE,FALSE,FALSE,0
rwbrown84,186,858,10,6/30/2008 0:37,145,FALSE,307,en,FALSE,FALSE,TRUE,0
TheMuffinMan_07,1526,1346,5,7/30/2011 23:12,3332,FALSE,8662,en,FALSE,FALSE,TRUE,0
jonrafman,7011,315,173,12/26/2008 4:40,1820,FALSE,631,en,FALSE,FALSE,FALSE,0
AngelaAhrendts,131328,147,2384,Wed Apr 14 16:54:21 +0000 2010,72,TRUE,207,en,FALSE,FALSE,FALSE,0
wmbeer,1867,2913,202,6/21/2009 13:24,1375,FALSE,6544,en,FALSE,FALSE,FALSE,0
"""Phil_Coutinho""",1039625,176,3687,"""Fri May 08 03:09:54 +0000 2009""",29,TRUE,825,"""pt""",FALSE,FALSE,FALSE,0
anktrhla,40,117,1,2/24/2010 17:58,13,FALSE,48,en,FALSE,FALSE,FALSE,0
megwagner,1876,826,113,7/13/2010 2:17,59,TRUE,19476,en,FALSE,FALSE,FALSE,0
payodsoni,330,302,6,Tue Mar 24 17:10:37 +0000 2009,2,FALSE,2079,en,TRUE,FALSE,TRUE,0
operationsmile,56633,4299,1150,Fri Jan 23 08:17:29 +0000 2009,13506,TRUE,13037,en,FALSE,FALSE,FALSE,0
"""httpdefsouls""",1391,477,108,"""Thu Nov 26 21:45:48 +0000 2009""",15572,FALSE,74779,"""en""",FALSE,FALSE,FALSE,0
m54715303,72,703,0,Thu Mar 09 21:28:13 +0000 2017,65,FALSE,4,en,TRUE,FALSE,TRUE,0
sarakipin,4060,95,24,12/12/2016 5:15,39,FALSE,26,en,FALSE,FALSE,TRUE,0
kylewreid,560,378,29,6/23/2011 6:21,902,FALSE,1134,en,FALSE,FALSE,FALSE,0
serafinowicz,780560,4806,9400,Wed Jan 07 13:19:30 +0000 2009,3856,TRUE,22261,en,FALSE,FALSE,FALSE,0
LucG99,3,30,0,Fri Mar 03 14:15:43 +0000 2017,0,FALSE,1,fr,FALSE,FALSE,,0
lenadunham,5340224,614,11429,Tue Apr 14 07:35:38 +0000 2009,17365,TRUE,10586,en,FALSE,FALSE,FALSE,0
edhornick,5633,5821,223,Tue Aug 25 21:03:05 +0000 2009,480,TRUE,11198,en,FALSE,FALSE,FALSE,0
"""kimgenevieve""",1047,299,28,"""Tue Aug 04 01:56:02 +0000 2009""",958,FALSE,3098,"""en""",FALSE,FALSE,FALSE,0
mitchbarwick,180,355,18,Thu Apr 15 23:50:13 +0000 2010,227,FALSE,400,en,FALSE,FALSE,FALSE,0
Mike_Rann,22641,6044,715,Tue Feb 17 03:34:18 +0000 2009,40,TRUE,15371,en,FALSE,FALSE,FALSE,0
stephenfry,12464997,50549,57800,Tue Jul 15 11:45:30 +0000 2008,144,TRUE,22034,en,FALSE,FALSE,TRUE,0
imtheMDP,391,1417,12,3/6/2009 14:45,22986,FALSE,12551,en,FALSE,FALSE,FALSE,0
asuzsy,3,8,0,2/14/2017 22:49,1,FALSE,13,en,TRUE,FALSE,FALSE,0
KhunNuOh,35,134,7,5/21/2010 19:16,17,FALSE,989,en,FALSE,FALSE,FALSE,0
Rajesh242Rajesh,10,25,0,7/5/2012 13:15,0,FALSE,9,en,TRUE,FALSE,TRUE,0
Underviewed,58,0,4,9/10/2014 19:42,129,FALSE,473,en,FALSE,FALSE,FALSE,0
jk_rowling,9942270,462,34321,Mon Aug 03 13:23:45 +0000 2009,13944,TRUE,7312,en,FALSE,FALSE,FALSE,0
4AliAce,13,50,0,11/21/2015 6:10,5,FALSE,1,en,TRUE,FALSE,FALSE,0
HillaryClinton,13616221,760,37316,Tue Apr 09 18:04:35 +0000 2013,1178,TRUE,9824,en,FALSE,FALSE,TRUE,0
Danmasseli2,21,33,0,5/1/2011 20:26,47,FALSE,702,pt,FALSE,FALSE,FALSE,0
nirdosa,81,80,0,1/26/2013 18:49,1356,FALSE,3243,en,FALSE,FALSE,FALSE,0
beacure,0,40,0,Thu Oct 20 23:25:29 +0000 2011,27,FALSE,57,en,TRUE,FALSE,,0
maxkeiser,158352,509,3533,2/8/2009 16:09,13,FALSE,63293,en,FALSE,FALSE,FALSE,0
sdxtech,42483,2692,1235,11/10/2011 22:14,246,FALSE,29976,en,FALSE,FALSE,FALSE,0
JBARsodmg,147994,68994,2569,Sun Dec 14 16:16:56 +0000 2008,20839,TRUE,100848,en,FALSE,FALSE,FALSE,0
aneesh_k,2,4,0,6/10/2009 3:35,0,FALSE,1,en,TRUE,TRUE,FALSE,0
BIGPitchAward,12,94,1,12/22/2016 16:29,44,FALSE,103,en,TRUE,FALSE,FALSE,0
ancient_rainbow,114,128,3,4/14/2009 0:42,43,FALSE,6325,en,FALSE,FALSE,FALSE,0
brett1211,4309,2316,296,11/11/2007 21:34,2583,FALSE,5690,en,FALSE,FALSE,FALSE,0
Leander,777892,281,545,7/9/2012 17:53,226,TRUE,1575,en,FALSE,FALSE,FALSE,0
SirKate,127,816,15,1/24/2015 17:44,469,FALSE,321,en,FALSE,FALSE,FALSE,0
milk,22888,366,541,Tue May 18 07:19:20 +0000 2010,133,TRUE,382,en,FALSE,FALSE,TRUE,0
Billlyyx,36,95,0,Fri Mar 20 00:57:34 +0000 2015,9,FALSE,13,en,TRUE,FALSE,,0
stevejang,27013,999,641,2/24/2008 20:11,10516,FALSE,13642,en,FALSE,FALSE,FALSE,0
AvnishS00673526,5,237,0,3/13/2017 14:49,0,FALSE,2,en,TRUE,FALSE,TRUE,0
crystaltamar,2282,275,65,Wed Jul 01 06:05:00 +0000 2009,493,FALSE,4757,en,FALSE,FALSE,FALSE,0
dermot100,2060,661,80,2/10/2009 17:52,374,FALSE,6003,en,FALSE,FALSE,TRUE,0
CARE,1108807,1662,7220,Sat Oct 18 01:35:47 +0000 2008,2877,TRUE,27085,en,FALSE,FALSE,TRUE,0
nehapai,208,190,0,Sat Jun 20 05:57:01 +0000 2009,180,FALSE,81,en,FALSE,FALSE,TRUE,0
"""blue_tracks""",392,638,22,"""Tue Aug 05 05:40:14 +0000 2008""",110,FALSE,4530,"""en""",TRUE,FALSE,FALSE,0
MassGovernor,198799,11115,3013,Wed Dec 10 17:06:17 +0000 2008,220,TRUE,8140,en,FALSE,FALSE,FALSE,0
shiftyz,352,125,26,9/23/2008 17:19,31,FALSE,582,en,FALSE,FALSE,FALSE,0
larsrosenquist,348,809,18,5/3/2010 22:23,299,FALSE,3220,en,FALSE,FALSE,FALSE,0
DjWuchi,698,589,2,8/16/2010 21:43,1508,FALSE,7967,en,FALSE,FALSE,FALSE,0
EaterNY,350009,139,3673,11/3/2007 16:15,240,TRUE,30346,en,FALSE,FALSE,FALSE,0
AkshayaPatraUSA,120310,1531,366,Thu Jun 11 20:08:58 +0000 2009,34,TRUE,2989,en,FALSE,FALSE,FALSE,0
madanrajpoot,36,6,0,5/28/2010 5:19,13,FALSE,10,en,TRUE,FALSE,FALSE,0
kaitlynbharris,595,345,1,5/19/2014 0:05,4627,FALSE,887,en,TRUE,FALSE,TRUE,0
DWJensen63,98,667,0,28/09/2012 1:46,712,FALSE,613,en,TRUE,FALSE,FALSE,0
ZunchenH,2,10,0,Thu Sep 18 19:39:22 +0000 2014,0,FALSE,2,en,TRUE,TRUE,FALSE,0
cellsmile,1,19,0,2/9/2012 2:27,0,FALSE,1,zh-cn,TRUE,TRUE,FALSE,0
prettyomatic,358,5000,12,6/9/2011 0:42,73,FALSE,1236,en,FALSE,FALSE,FALSE,0
Bigdaou,628,1814,8,6/25/2010 6:11,115,FALSE,2991,en,FALSE,FALSE,TRUE,0
aamir_khan,20146302,9,20339,11/10/2009 5:08,15,TRUE,467,en,FALSE,FALSE,FALSE,0
Cristiano,50549694,95,86635,6/14/2010 19:09,0,TRUE,2822,en-gb,FALSE,FALSE,FALSE,0
Arubin,89841,2,3150,Fri Oct 01 17:43:12 +0000 2010,30,TRUE,55,en,TRUE,FALSE,FALSE,0
timoreilly,1983513,1675,28504,Tue Mar 27 01:14:05 +0000 2007,2658,TRUE,40938,en,FALSE,FALSE,FALSE,0
HankAzaria,256832,657,3930,Thu Nov 05 02:20:33 +0000 2009,45,TRUE,2724,en,FALSE,FALSE,FALSE,0
solangeknowles,2811157,236,9805,Fri Dec 26 20:54:15 +0000 2008,1676,TRUE,128,en,FALSE,FALSE,FALSE,0
Sanchita_Gulati,99,220,1,Sun Jul 29 09:29:32 +0000 2012,16,FALSE,61,en,FALSE,FALSE,TRUE,0
jimmyc20,5,86,0,26/10/2010 0:23,28,FALSE,152,en,TRUE,FALSE,FALSE,0
arthur_spirling,771,437,33,12/29/2015 20:41,114,FALSE,658,en,TRUE,FALSE,FALSE,0
NamRonata,104,251,1,Tue Feb 07 05:50:10 +0000 2012,20,FALSE,195,en,FALSE,FALSE,FALSE,0
9999999KM,6791,5109,54,6/24/2011 20:05,0,FALSE,2756,en,FALSE,FALSE,FALSE,0
octavianasr,1591765,1862,2118,Thu Apr 24 20:08:49 +0000 2008,1655,TRUE,36715,en,FALSE,FALSE,FALSE,0
"""MoixaTechnology""",1830,2002,57,"""Thu Jun 25 15:22:09 +0000 2015""",197,FALSE,535,"""en""",TRUE,FALSE,FALSE,0
"""RiotJaredan""",2740,2000,59,"""Mon Mar 08 00:35:02 +0000 2010""",2699,FALSE,9469,"""en""",FALSE,FALSE,TRUE,0
iamsrk,23763283,81,29416,1/2/2010 20:55,14,TRUE,56274,en,FALSE,FALSE,FALSE,0
rebeccahiscott,2632,730,106,2/13/2010 2:02,15604,TRUE,5130,en,FALSE,FALSE,TRUE,0
myfabolouslife,3954261,907,12927,Thu Feb 19 05:19:42 +0000 2009,185,TRUE,16589,en,FALSE,FALSE,FALSE,0
"""LipComarella""",613,169,10,"""Tue Nov 20 12:38:42 +0000 2012""",122,FALSE,71,"""it""",FALSE,FALSE,FALSE,0
"""yummertime""",5336,132,36,"""Thu Jul 25 02:16:04 +0000 2013""",8362,TRUE,2289,"""en""",FALSE,FALSE,FALSE,0
Janina,139867,1027,2042,Sat Nov 18 07:00:35 +0000 2006,6711,TRUE,10958,en,FALSE,FALSE,FALSE,0
tbrady14,101905,750,280,2/9/2012 22:55,1468,TRUE,3714,en,TRUE,FALSE,FALSE,0
rquintini,1337,539,76,Thu Apr 01 17:36:37 +0000 2010,264,TRUE,259,en,FALSE,FALSE,FALSE,0
NYU_RaB,36,445,1,3/7/2017 3:03,12,FALSE,37,en,FALSE,FALSE,FALSE,0
petersmeg,11473,1659,891,6/5/2009 0:13,1321,TRUE,5239,en,FALSE,FALSE,FALSE,0
UniqueDima,1193,2268,43,8/24/2013 5:02,1437,FALSE,2991,en,FALSE,FALSE,FALSE,0
robinthicke,1191689,102,4258,Wed May 23 01:47:53 +0000 2007,361,TRUE,2568,en,FALSE,FALSE,FALSE,0
DaniellaMonet,1761958,1328,3109,Sat Mar 07 03:03:46 +0000 2009,3832,TRUE,26740,en,FALSE,FALSE,FALSE,0
g33kbeast,289,124,32,Mon Dec 20 06:24:18 +0000 2010,2524,FALSE,2770,en,TRUE,FALSE,FALSE,0
BiaCPoli,115,154,1,11/10/2010 22:25,4,FALSE,4158,en,FALSE,FALSE,FALSE,0
JenniferPreston,104765,7128,6189,Mon May 04 21:02:22 +0000 2009,3256,TRUE,13703,en,FALSE,FALSE,FALSE,0
markschlereth,581275,1671,7462,Thu May 21 19:02:45 +0000 2009,399,TRUE,54262,en,FALSE,FALSE,FALSE,0
ShreyaBallal,16,19,0,Fri Jul 04 05:37:51 +0000 2014,6,FALSE,37,en,FALSE,FALSE,FALSE,0
shawnieora,14732,491,225,Fri Apr 17 07:01:22 +0000 2009,1167,TRUE,5376,en,FALSE,FALSE,FALSE,0
gbanin,120,173,0,11/4/2010 19:01,99,FALSE,14668,en,FALSE,FALSE,FALSE,0
"""Narutogame_Info""",16845,10,113,"""Fri Mar 28 06:00:03 +0000 2014""",0,FALSE,446,"""ja""",FALSE,FALSE,FALSE,0
CharlieDavies9,118242,429,2996,Sun Jun 21 13:15:41 +0000 2009,2752,TRUE,5329,en,FALSE,FALSE,FALSE,0
serenawilliams,7941334,337,22762,3/25/2009 21:00,73,TRUE,13696,en,FALSE,FALSE,FALSE,0
SpiderAnderson,7784893,478,7394,2/2/2011 11:46,31,TRUE,3666,pt,FALSE,FALSE,FALSE,0
QueensNRI,1818,3727,5,6/3/2015 17:24,142,FALSE,978,en,FALSE,FALSE,TRUE,0
lisa_amon,24,227,0,Fri Sep 25 14:12:15 +0000 2009,25,FALSE,13,en,FALSE,FALSE,FALSE,0
CoryBooker,2671727,92031,14909,Mon Aug 11 14:41:16 +0000 2008,100,TRUE,58530,en,FALSE,FALSE,FALSE,0
KristinaShannon,293227,745,1345,Fri Mar 06 01:34:03 +0000 2009,826,FALSE,10289,en,FALSE,FALSE,FALSE,0
"""AmishFarmHouse""",119,165,5,"""Thu Jul 03 14:40:22 +0000 2014""",22,FALSE,115,"""en""",FALSE,FALSE,FALSE,0
jalammar,18747,1284,422,6/4/2008 22:54,2148,FALSE,675,en,TRUE,FALSE,FALSE,0
GOOGLEPAGE11,122,821,0,Sat Jan 28 21:18:24 +0000 2017,3,FALSE,16,en,TRUE,FALSE,,0
ninefortyfive,221,1056,5,4/5/2010 16:36,14344,FALSE,3394,en,FALSE,FALSE,TRUE,0
Maahzi,91,80,1,5/18/2009 20:55,9,FALSE,13524,en,FALSE,FALSE,FALSE,0
sull,987,244,90,Thu Mar 15 04:36:42 +0000 2007,2090,FALSE,13859,en,FALSE,FALSE,FALSE,0
