account,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,default_profile,default_profile_image,bot,account_age_seconds,diversity,mean_tweet_length
GestaltungBot,929,1,72,0,False,4060,False,False,1,122127142.0,0.42,101.44
big_cases,39111,2,656,5,False,13531,False,False,1,67428202.0,0.36,114.18
BestOfTheBots,567,281,66,1,False,44202,False,False,1,168476310.0,0.41,91.47
unchartedatlas,15502,4,449,0,False,26630,True,False,1,97305033.0,0.58,49.16
ReadLaterBot,174,18,5,3,False,4,True,False,1,104125749.0,0.44,67.25
SketchCharacter,74,0,25,0,False,22951,True,False,1,152447797.0,0.36,89.23
binsumi,4642,3928,144,15,False,99,True,False,1,325736171.0,0.33,116.96
Every_User_,290,1932,30,2500,False,42565,False,False,1,135273793.0,0.47,58.46
knock2bot,57,2,20,0,False,5647,True,False,1,128856177.0,0.33,66.36
WeBustedGhosts,93,1,12,0,False,6308,False,False,1,130749705.0,0.32,111.75
IAM_SHAKESPEARE,55671,660,1692,45,False,470679,False,False,1,303767257.0,0.48,42.25
BrunoTSaraiva,11,113,0,85,False,6,True,False,1,76787748.0,0.55,55.5
xiehl16,0,0,4,157,False,207,True,False,1,78620214.0,0.32,128.36
fRIEND_ASKING,239,1,16,0,False,2836,True,False,1,129374260.0,0.3,67.59
tomas_Sabo_,46,71,9,48,False,2674,True,False,1,70874326.0,0.39,104.02
EctoHime,225,205,46,52,False,105591,True,False,1,192709088.0,0.5,35.52
very_scared,4993,1,57,0,False,43903,True,False,1,166646605.0,0.68,23.59
contrarybot,130,0,22,0,False,4185,True,False,1,120642109.0,0.29,128.66
LokkenGeorgie,0,0,0,66,False,119,True,False,1,68043676.0,0.32,122.32
iknowwwright,502,732,16,2,False,93873,True,False,1,142346144.0,0.69,26.43
JlacyPeteswife,10,72,0,117,False,2,True,True,1,98165260.0,0.46,72.0
biorxiv_genetic,1803,0,34,0,False,2330,True,False,1,86336974.0,0.27,142.82
ctelyricsbot,211,6,8,12,False,44841,True,False,1,87678328.0,0.26,98.62
neverwords,778,2,71,0,False,72184,True,False,1,152315242.0,0.97,4.0
JC_pathogenomic,320,1,13,0,False,2314,False,False,1,134217215.0,0.27,133.81
Shadow_Bot_PKMN,102,191,6,0,False,160719,False,False,1,199705008.0,0.4,63.28
liketocontinue,100,238,9,0,False,4385,False,False,1,105694973.0,0.38,76.48
mdurkinlv,2508,304,16,7783,False,8625,True,False,1,120550766.0,0.5,84.0
rm_everyfile,139,1,17,1,False,3511,False,False,1,89886541.0,0.48,41.52
clubstatuses,3,0,1,0,False,5236,False,False,1,129156785.0,0.44,49.38
StckMrktStatus,615,0,37,1,False,16150,False,False,1,155810425.0,0.36,100.16
godtributes,27396,10849,524,0,False,1768111,False,False,1,150846691.0,0.34,51.15
JPGglitchbot,857,6,120,2,False,35869,True,False,1,137377782.0,0.58,51.92
dungeon_bot,694,1,72,0,False,28318,False,False,1,166521615.0,0.54,41.77
everyhaiku,84,38,20,0,False,1752,False,False,1,138018878.0,0.43,73.17
MakingInvisible,492,1,71,0,False,3795,True,False,1,97306897.0,0.48,56.57
PARANOIABOT,120,23,13,30,False,723,True,False,1,164933750.0,0.4,67.94
Delee1087,0,0,0,43,False,71,True,False,1,65769416.0,0.35,112.27
VitaminNext,362,4792,0,187,False,122,True,False,1,73186130.0,0.27,156.34
pikachaplin,73,1,22,1,False,22332,False,False,1,94848266.0,0.76,23.0
Two_Headed_Coin,53,1,11,0,False,992,True,False,1,75389257.0,0.81,14.17
ATArchiveBot,97,3,12,2,False,6585,False,False,1,163366772.0,0.71,32.46
JohnKorosec1,18,377,0,271,False,15,True,False,1,75512373.0,0.44,76.8
msturgeo1,8,42,0,4,False,11,False,True,1,97817289.0,0.51,68.82
EvoBehGe_papers,133,1,13,0,False,3637,False,False,1,142694595.0,0.29,122.63
desires_exe,184,1,56,1,False,17184,False,False,1,129324280.0,0.63,39.07
ziallarry_lilo,444,843,8,19727,False,25140,False,False,1,208963294.0,0.42,83.33
FelicaBdesigner,5,0,0,172,False,219,True,False,1,86091684.0,0.31,130.39
NYT4thDownBot,24672,20,828,135,False,3979,False,False,1,171229955.0,0.39,72.58
acrostik,302,0,55,0,False,11068,True,False,1,151383082.0,0.51,54.19
gachfocal,1319,1,24,0,False,53187,False,False,1,149000819.0,0.89,7.44
Yoda_Bot,36892,161,624,0,False,940590,False,False,1,271372894.0,0.36,101.59
MuseumBot,8270,1,457,3,False,3758,True,False,1,153014237.0,0.46,77.17
nguyent69899248,0,29,0,0,False,1,True,True,1,64111266.0,0.67,33.0
wynellbrownz,6,0,1,165,False,217,True,False,1,79314131.0,0.32,125.31
abotthat,189,2,158,58,False,15766,True,False,1,111039421.0,0.29,115.57
LSystemBot,2524,0,230,62,False,54416,False,False,1,147554184.0,0.33,114.08
botsrcool,424,5,74,74,False,70027,True,False,1,157010492.0,0.32,74.91
hplabs,98191,19269,645,2211,True,2499,False,False,1,107477082.0,0.34,118.86
cant_miss_it,84,0,20,0,False,2810,True,False,1,122559982.0,0.42,36.16
twinsmodel,4401,2,152,0,False,8632,True,False,1,130395800.0,0.55,54.56
AwlTags,683,1,45,25,False,4192,True,False,1,172939922.0,0.51,72.03
zeiseema,122,2,15,0,False,5684,False,False,1,152619806.0,0.79,8.0
RiyazBedrekar,9,283,0,13,False,12,True,False,1,64330869.0,0.62,39.83
BrianIsNotABot,76,14,3,0,False,238,False,False,1,139901395.0,0.55,51.16
which_one_bot,17,1,9,0,False,3222,False,False,1,99764677.0,0.5,52.0
metal_or_magic,11,2,8,0,False,5464,False,False,1,122074243.0,0.66,31.09
hotter_exe,63,0,25,0,False,3947,True,False,1,122066520.0,0.75,23.05
JasminPCv,29,66,0,4804,False,726,True,False,1,88089232.0,0.41,102.86
mhzhai,14,142,0,36,False,155,True,True,1,272571582.0,0.7,69.89
500dollarwords,50,88,11,0,False,19181,False,False,1,74513784.0,0.66,9.67
FintechBot,9932,997,1019,259,False,134203,False,False,1,318522408.0,0.37,102.95
AutoCharts,2046,1,180,0,False,2308,True,False,1,157414431.0,0.75,23.0
OrangeYoshiOne,57,218,7,45,False,470,False,False,1,150194342.0,0.43,91.17
BitcoinSpreads,4495,15,209,0,False,69158,True,False,1,165825356.0,0.39,92.94
action_inaction,32,0,20,0,False,5052,False,False,1,118343031.0,0.29,80.53
VeryOldTweets,1495,1,81,0,False,4117,True,False,1,137215268.0,0.45,64.7
mixed_reactions,55,0,20,0,False,4420,True,False,1,96101439.0,0.5,56.99
MakeUSABotAgain,109,1,28,0,False,2341,True,False,1,99202502.0,0.75,23.0
fruitWormPapers,536,14,16,0,False,4719,False,False,1,138429028.0,0.29,128.07
sugar_zine,6,51,0,13,False,97,True,False,1,64240307.0,0.5,90.48
asthma_papers,665,0,33,0,False,23072,True,False,1,159945063.0,0.31,120.27
PopMa98,1,10,0,3,False,1,True,False,1,64532887.0,0.76,17.0
monfactory_bot,16825,5,58,0,False,11303,False,False,1,83903087.0,0.39,63.71
boy2bot,334,0,60,0,False,36407,True,False,1,110514904.0,0.49,45.98
BEd_UOIT,3,1,1,0,False,1,False,False,1,11183713.0,0.38,78.0
trutherbotpink,11361,12101,205,0,False,65289,False,False,1,118023369.0,0.53,60.87
okcubot,12,0,12,0,False,550,False,False,1,90523526.0,0.38,60.41
JustDiedBot,2403,243,54,0,False,11097,True,False,1,160075288.0,0.46,67.2
rrpxpqtlvrdpryO,6,154,0,50,False,63,True,True,1,84900167.0,0.61,55.92
tiny_nutrition,14,0,11,0,False,4385,False,False,1,75152000.0,0.39,120.81
GamesMemes,81,4,30,18,False,43691,False,False,1,132103362.0,0.5,57.38
thesefutures,1608,1,122,4,False,4779,False,False,1,107399004.0,0.28,113.76
PlantBiologyNSP,1891,0,59,0,False,2165,True,False,1,284204714.0,0.29,138.85
MattSwulinski,3,123,0,2,False,3,True,True,1,67735491.0,0.25,176.67
ohxeimoo,3,0,5,0,False,1208,True,False,1,153004338.0,0.75,22.0
YesYoureRacist,385490,76,1776,3561,False,14922,False,False,1,204340599.0,0.38,109.63
SharenowEmord,0,0,0,52,False,94,True,False,1,66887772.0,0.31,119.18
GenerateACat,2409,6,108,0,False,11889,True,False,1,152852441.0,0.44,71.39
gameideamachine,4657,0,125,4,False,13231,True,False,1,172839153.0,0.29,78.39
LCorduleRealtor,52,283,1,1,False,20,True,False,1,138501721.0,0.43,85.8
maurita_super,0,0,0,64,False,111,True,False,1,68394593.0,0.32,118.28
TheSiliconHill,80830,76036,5544,157949,False,112751,True,False,1,124096264.0,0.3,133.42
soft_focuses,454,0,69,0,False,2978,False,False,1,111704439.0,0.47,37.9
Nathan60899955,1,72,0,1,False,2,True,True,1,70166133.0,0.32,133.5
postcards_past,794,3,52,4,False,10026,True,False,1,97703739.0,0.33,101.33
wordassocbot,54,0,15,0,False,179,False,False,1,150333083.0,0.71,19.39
ClickerMaker,176,1,18,0,False,573,True,False,1,163637634.0,0.57,56.63
Taz_Aadam,51,744,0,15,False,19,True,False,1,64113184.0,0.37,104.84
DannyDevitoBot,471,5,14,9,False,72256,True,False,1,137118327.0,0.49,62.88
mfw_sh,116,1,23,0,False,12495,False,False,1,94096191.0,0.36,98.78
robotuaries,973,1,39,0,False,1947,True,False,1,172524145.0,0.25,130.06
Joyce_Ross86,25,0,2,322,False,429,False,False,1,133462459.0,0.34,119.39
traedwardsx,6,0,0,108,False,123,True,False,1,76006204.0,0.31,130.37
newmantras,204,2,23,7,False,19154,False,False,1,149640741.0,0.32,84.75
phagepapers,1350,98,28,17,False,5008,True,False,1,140881090.0,0.3,123.64
dscovr_epic,19865,4,455,2,False,12676,False,False,1,108119423.0,0.46,75.69
SaveHumanities,1004,0,57,1,False,2897,True,False,1,167170724.0,0.31,77.38
IrlbeckFleming,0,0,0,98,False,167,True,False,1,66338025.0,0.32,120.62
botsplain,8,0,9,0,False,2115,True,False,1,114246402.0,0.74,14.02
CandisAide,0,0,0,61,False,89,True,False,1,73103621.0,0.32,117.46
lilboysivan,43,219,0,83,False,84,True,False,1,84246244.0,0.45,73.15
everycanontroll,74,76,8,3,False,653,False,False,1,151392510.0,0.44,61.41
custom_ms,33,2,16,0,False,11262,True,True,1,143708274.0,0.27,135.96
Botston,1443,1,78,0,False,8090,True,False,1,118048674.0,0.26,129.46
thematchbot,162,1,26,0,False,41590,False,False,1,150869723.0,0.64,25.74
brayanh27,22,0,1,280,False,406,False,False,1,133395634.0,0.32,127.63
AppreciationBot,324,4,39,13,False,6466,True,False,1,152969054.0,0.38,98.66
SoniaSlunaker,0,0,0,65,False,136,True,False,1,67466168.0,0.34,117.45
thegrugq_ebooks,5084,153,160,131,False,146949,True,False,1,154284342.0,0.34,113.06
KellyKasula,0,0,0,79,False,108,True,False,1,69494467.0,0.3,124.29
plot_o_matic,64,0,13,0,False,6784,True,False,1,74611231.0,0.45,32.14
everysplain,22,0,16,0,False,2584,True,False,1,133661492.0,0.77,13.14
everyword,64027,33,756,0,False,109160,True,False,1,357162015.0,0.86,7.46
uncle_nintendo,30,1,12,0,False,1025,True,False,1,157017039.0,0.3,86.36
ASplant_papers,40,3,4,0,False,162,True,False,1,142838187.0,0.28,135.91
quest_glitches,994,2,61,0,False,9642,True,False,1,116926532.0,0.63,48.47
jalpmiam,1,0,0,44,False,78,True,False,1,71673301.0,0.34,118.05
botlang,91,2,18,0,False,3621,False,False,1,150733398.0,0.76,19.65
cohesin_papers,1015,1,23,1,False,1318,False,False,1,152795949.0,0.31,116.33
thenewharperlee,115,46,18,0,False,3815,False,False,1,119801283.0,0.39,88.25
EffDonaldTrump,89,1,9,0,False,37532,True,False,1,74829844.0,0.59,39.34
BabellingBorges,55,0,26,1,False,149749,True,False,1,170709788.0,0.18,139.41
oneiropoiesis,158,0,31,0,False,14877,True,False,1,164753457.0,0.33,74.8
dumpmon,13100,1,332,1,False,113187,True,False,1,191385453.0,0.56,61.09
Germanwordfor,825,10,28,36,False,4981,True,False,1,167967260.0,0.27,118.73
we_didnt_start,576,2,70,0,False,1692,False,False,1,107394828.0,0.32,98.2
_smile_bot_,164,3,6,0,False,31,True,False,1,142498434.0,0.47,54.32
Nematode_papers,248,38,13,4,False,5324,True,True,1,137245821.0,0.27,139.66
mitosis_papers,32,7,5,0,False,5014,True,True,1,159542908.0,0.29,123.94
Deer_ebooks,4493,5006,20,0,False,33597,False,False,1,140278648.0,0.62,24.41
transcriptomes,988,4,41,1,False,22781,True,False,1,130927340.0,0.3,113.91
evryshadeofgray,51,0,18,0,False,18896,False,False,1,136375718.0,0.72,31.0
J_D_Landis,702533,472660,2600,48,True,9154,True,False,1,209186194.0,0.36,96.98
TheChocolateMoo,24,17,2,3,False,173,True,False,1,211615653.0,0.49,47.94
landscapesorter,6,1,9,0,False,246,False,False,1,75231616.0,0.67,34.78
3D_Genome,3353,207,58,0,False,1090,False,False,1,160225489.0,0.29,130.16
botacokewith,348,1,31,0,False,3957,True,False,1,89598611.0,0.52,35.1
ml_applications,204,0,37,0,False,2821,False,False,1,126750578.0,0.41,62.23
badboy_11122,12,193,0,1,False,4,True,True,1,93451714.0,0.37,119.5
UfklBot,13,2,2,0,False,11462,True,True,1,106209334.0,0.32,124.17
journeybot,16,0,7,0,False,2075,False,False,1,115709324.0,0.47,46.45
tozid16,5,592,0,146,False,234,True,False,1,82407501.0,0.34,122.54
Psykokwak_fr,65,0,8,1,False,9057,True,False,1,144483596.0,0.49,43.77
botathon,7,0,10,0,False,2192,True,False,1,114245227.0,0.34,68.71
countdown_omen,8,1,6,0,False,63519,True,False,1,173756140.0,0.87,4.0
loveastrologers,1052,4328,24,0,False,11118,True,False,1,178179016.0,0.41,117.37
jacobletsplay,24,388,0,60,False,99,True,True,1,83191104.0,0.43,99.66
everywordisgay,52878,0,423,0,False,84134,True,False,1,150987834.0,0.75,12.06
Yolowbot,1005,1606,4,0,False,85162,True,False,1,138695389.0,0.42,43.74
vikram_ghanote,15,238,1,51,False,620,True,True,1,129836211.0,0.65,41.87
TheBotOfMormon,53,1,16,0,False,20073,True,False,1,166181762.0,0.26,103.76
NotXbut,71,0,22,0,False,223170,True,False,1,147563383.0,0.33,69.48
received_wisdom,201,1,34,0,False,6471,False,False,1,142498793.0,0.48,36.71
portmanteau_bot,2054,0,175,1,False,23694,True,False,1,161232293.0,0.8,10.53
WinnifredCouret,1,0,0,59,False,115,True,False,1,68282639.0,0.33,119.02
PYRAMID_CEO,223,120,40,1,False,362,True,False,1,148076620.0,0.22,94.86
medrobot,697,1,42,1,False,31499,True,False,1,121541740.0,0.41,46.3
EveryBookBot,332,2,33,0,False,22229,True,False,1,144641223.0,0.39,102.32
colsci_papers,258,0,7,2,False,1942,True,False,1,160251997.0,0.27,132.7
BioinfoPapers,223,0,22,14,False,1577,False,False,1,150892308.0,0.26,135.51
PhilaMuseumBot,702,1,63,0,False,6569,False,False,1,142838043.0,0.45,86.82
JaveriyaShaikh4,0,72,0,4,False,2,True,True,1,64267534.0,0.71,31.5
everycurd,50,6,12,2,False,2001,True,False,1,144235740.0,0.63,39.27
swisnf,133,2,5,0,False,508,True,False,1,92229674.0,0.28,150.09
PassportReviews,593,395,2,0,False,2713,False,False,1,69949659.0,0.43,80.86
KashubaEsposito,0,0,0,74,False,90,True,False,1,67698556.0,0.32,120.42
VanityScience,324,1,9,0,False,8109,True,False,1,165880200.0,0.43,61.12
ILYguyss,12,1,6,0,False,13148,True,False,1,128159891.0,0.38,55.31
ribosome_papers,1048,1,28,0,False,7358,True,False,1,142945278.0,0.28,134.92
CrashBurnRepeat,31,218,0,23,False,113,True,False,1,65721452.0,0.37,105.44
Businewss_Bot,13645,3406,14572,85,False,935937,True,False,1,142545688.0,0.29,131.76
biorxiv_neursci,8422,0,100,0,False,7501,True,False,1,86337808.0,0.27,135.41
DeepdreamBot,1956,6,80,75,False,25975,True,False,1,117479957.0,0.52,58.0
bbbbbbbbbbbaka,60,2,10,0,False,22208,False,False,1,80546717.0,0.4,65.59
Imtheotherok2,77,471,0,141,False,644,False,False,1,129531376.0,0.5,54.68
biorxiv_pubd,1912,0,36,0,False,6081,True,False,1,84087338.0,0.25,161.91
BioPapers,1203,1,78,0,False,15818,False,False,1,282700936.0,0.32,109.53
AndNowImagine,461,14,105,164,False,59169,True,False,1,168280806.0,0.29,97.42
PrinceOfAllBots,502,15,11,28,False,81880,False,False,1,175122628.0,0.44,57.76
autotweetbots,77,243,0,41,False,49,True,False,1,86292767.0,0.33,114.55
zou_wan,0,0,0,47,False,91,True,False,1,66793241.0,0.33,116.34
IShotTheX,15,0,8,0,False,2653,True,False,1,137558920.0,0.36,51.87
___said,183,26,29,2,False,6945,True,False,1,140403341.0,0.26,103.98
EveryFinnishNo,196,67,25,10,False,1976944,False,False,1,140207507.0,0.27,85.62
emilyvanderbot,317,0,23,7,False,975,False,False,1,94734645.0,0.53,52.81
neuralgae,51,1,13,0,False,6734,False,False,1,104977212.0,0.21,167.06
crossddestinies,164,0,23,1,False,34744,True,False,1,141281067.0,0.34,86.41
holdon_magnolia,36,0,3,0,False,19549,False,False,1,70696611.0,0.25,95.93
HatawayDavies,1,0,0,69,False,124,True,False,1,67062924.0,0.33,117.43
cichlid_papers,254,0,10,0,False,1671,False,False,1,142534627.0,0.25,152.0
NeverGiveUp_EN,68,92,7,2,False,375,True,False,1,149243811.0,0.58,31.23
X_of_Y,94,1,15,2,False,6511,False,False,1,159157228.0,0.53,38.9
Bot_of_Jonathan,47,0,13,0,False,248033,True,True,1,196830008.0,0.5,57.53
BrainDev_Papers,88,12,7,1,False,1601,False,False,1,143199989.0,0.27,142.25
biorxiv_sysbio,770,0,13,0,False,1199,True,False,1,86336877.0,0.29,133.66
CancerPapers,920,121,59,7,False,41828,True,False,1,119198364.0,0.32,123.57
ComicSansWords,20,0,11,0,False,1212,True,False,1,146016098.0,0.7,31.34
Tatiannajakayl1,3,335,1,0,False,1,True,True,1,64215458.0,0.58,24.0
lao232,262,0,2,3,False,11,False,False,1,173701378.0,0.55,59.82
AwesomeJalapeno,0,10,0,42,False,61,True,False,1,64111343.0,0.36,108.66
eventuallybot,286,0,50,0,False,1224,True,False,1,141042256.0,0.69,34.05
overwatch_exe,185,1,16,5,False,20228,False,False,1,88569069.0,0.69,40.0
wisdom_exe,19,0,12,0,False,1850,False,False,1,82453796.0,0.39,54.88
loops_enhancers,4364,2019,74,163,False,2479,False,False,1,132798290.0,0.3,120.28
BestOfRHP,31,3,16,0,False,70961,True,False,1,169899241.0,0.3,117.39
lazont26,16,0,0,302,False,394,False,False,1,133442087.0,0.33,124.23
GameOfLifeBot,81,1,18,0,False,1000,True,False,1,140090003.0,0.71,30.0
softlandscapes,20322,1,600,0,False,4545,False,False,1,97115902.0,0.76,23.0
a_quilt_bot,3070,2,251,15,False,123670,True,False,1,143422678.0,0.68,33.97
BrandLover7,103,231,10,3,False,2826,True,False,1,156559789.0,0.35,90.31
sextexchange,1355,2169,12,2,False,114,True,False,1,162355183.0,0.36,86.29
PERMUTANT,509,4,70,0,False,216123,False,False,1,162978005.0,0.56,24.77
gritty_rebot,68,0,21,0,False,39803,True,False,1,150713520.0,0.55,27.8
modernart_exe,215,0,35,0,False,7778,True,False,1,112049510.0,0.43,87.63
alt_text_bot,264,0,26,0,False,14363,True,True,1,124348977.0,0.44,58.73
TE_papers,864,0,21,0,False,4654,True,False,1,159007571.0,0.28,130.66
TheCitizenKanes,66,0,10,1,False,4854,True,False,1,175851820.0,0.57,34.59
madamezolbot,27,1,9,0,False,4911,False,False,1,167896312.0,0.45,49.34
JohnOliverBot,2501,4,8,3,False,5304,True,False,1,112873191.0,0.73,28.6
tinydnd,166,0,13,0,False,199,False,False,1,110888964.0,0.26,93.31
NatureArticles,6011,5666,129,0,False,22374,False,False,1,191746740.0,0.39,92.31
tahjaylee,0,108,0,18,False,1,True,True,1,66449058.0,0.64,39.0
bxv_cell,663,27,10,1,False,1827,True,False,1,89171193.0,0.29,122.9
jajlang,30,1,10,0,False,2290,True,False,1,117725894.0,0.51,43.48
BoatNameBot,124,1,19,0,False,5342,True,False,1,157601016.0,0.84,9.87
cat_namer,44,3,16,0,False,1726,True,False,1,74994605.0,0.4,89.76
bexley2222,222,510,5,27004,False,4712,True,False,1,102989707.0,0.42,93.37
Goombot,746,0,15,19227,False,43465,False,False,1,164166660.0,0.35,72.75
garbageemoji,41,41,8,107,False,1752,True,False,1,137328019.0,0.55,36.38
JustToSayBot,1699,191,167,1,False,32608,True,False,1,179821253.0,0.16,148.96
biorxiv_cellbio,1635,0,21,0,False,2011,True,False,1,86164309.0,0.27,139.43
Graceful_Dolans,619,4383,0,83,False,19,True,False,1,88284001.0,0.41,75.68
EveryGem,35,0,12,0,False,300,True,False,1,151393888.0,0.4,85.17
yayfrens,9821,8882,190,5,False,133122,False,False,1,131267550.0,0.42,60.02
dix6482,86463,106958,150,973,False,6431,False,False,1,150086731.0,0.35,123.73
AestheticDril,678,0,21,0,False,1123,False,False,1,94780900.0,0.76,23.0
bxv_biochem,239,54,9,1,False,1143,True,False,1,89183966.0,0.31,119.6
MobilityErnest,643,4776,0,1,False,6,True,False,1,203334155.0,0.57,53.2
AndromedaBot,6194,0,182,0,False,36233,False,False,1,131835149.0,0.54,59.47
TheRiddlerBot,168,84,30,1740,False,14750,True,False,1,132398628.0,0.42,71.46
everysword,58,0,16,0,False,103,True,False,1,115528216.0,0.81,11.66
metagenomic_lit,1826,1,59,0,False,5788,True,False,1,143361756.0,0.28,129.7
freezeframebot,5522,1,126,3,False,11872,True,False,1,74539584.0,0.27,132.0
Symbiosispapers,666,0,33,1,False,14850,True,False,1,152365778.0,0.28,132.47
cihpom,144,57,9,39813,False,21051,True,False,1,102111242.0,0.43,86.8
AllTheLanguages,214,185,10,4,False,7875,True,False,1,154806958.0,0.39,82.96
HellDudeREAL,475,2,16,2,False,298,False,False,1,219392860.0,0.4,99.05
EcoLog_L,5303,4,66,0,False,24598,False,False,1,183816997.0,0.42,95.56
LinkRelations,54,1,11,0,False,175,True,False,1,159181026.0,0.36,95.1
biorxiv_bioinfo,3141,0,92,0,False,4123,True,False,1,86339468.0,0.3,130.64
ICYMI,180,0,14,0,False,6893,True,False,1,167543745.0,0.35,98.89
factretriever,80984,27,1716,1096,False,3644,False,False,1,306311493.0,0.29,133.28
GodbyJean,6,17,0,0,False,1,True,True,1,152858698.0,0.85,20.0
KareninaClones,9,2,4,1,False,10224,True,False,1,148023488.0,0.24,87.76
zuudveh,11,752,2,44,False,76,True,False,1,68649221.0,0.36,117.58
litscraper,109,0,34,0,False,16290,True,False,1,143741557.0,0.3,119.97
_blackobs,116,0,14,0,False,9502,False,False,1,100404716.0,0.48,69.06
NDM_Papers,162,0,11,0,False,5193,False,False,1,143733027.0,0.28,134.16
edgetics_papers,19,0,6,0,False,52,True,False,1,128957095.0,0.37,96.38
everyailment,302,0,45,0,False,43162,True,False,1,109512209.0,0.49,46.9
ExtinctCatalog,269,1,17,30,False,3223,False,False,1,134554328.0,0.6,42.53
GenerateAFace,135,6,29,0,False,5019,True,False,1,153620085.0,0.54,51.13
penguinandhouse,50,0,20,0,False,6713,True,False,1,148826678.0,0.52,55.0
badpng,1592,0,170,5106,False,57061,True,False,1,143912986.0,0.68,36.09
GWAS_lit,2813,153,56,306,False,2184,False,False,1,117287788.0,0.27,149.65
SteemCodes,72,1,30,0,False,5057,True,False,1,164703849.0,0.66,40.59
MenDoing,42,0,14,0,False,2397,False,False,1,141370515.0,0.51,57.09
wendyc_bot,1417,7,4,0,False,29417,False,False,1,107379046.0,0.54,44.73
letsplaysnake,44,1,11,23,False,9821,False,False,1,101112166.0,0.14,133.21
NoellaKarlson,0,0,0,60,False,102,True,False,1,66592992.0,0.32,120.29
arpeggio_bot,39,12,5,1,False,6143,False,False,1,79496602.0,0.36,70.55
IanMaksin,11652,8612,114,3136,False,2316,False,False,1,263810817.0,0.3,171.53
darndesttruisms,381,1,28,0,False,3900,True,False,1,84054489.0,0.28,93.64
emojitoemoji,92,1,29,0,False,10961,False,False,1,120899539.0,0.98,4.45
gridgenerator,52,1,20,0,False,2633,True,False,1,87041314.0,0.76,23.0
moltar_ebooks,72,30,8,0,False,5693,True,False,1,149293471.0,0.49,45.87
DCell_papers,424,0,23,0,False,14847,True,False,1,158849636.0,0.3,125.62
A20989664A,30,698,0,7,False,2,True,True,1,70974341.0,0.43,51.5
aaroncarter,609137,206504,4901,61874,True,4613,False,False,0,313046377.0,0.37,120.22
michellebranch,267547,957,5857,2448,True,17331,False,False,0,378275789.0,0.39,99.79
stronginmyfaith,3,22,0,8,False,1112,True,True,0,306118624.0,0.44,89.91
Jessicaveronica,204864,202,3107,309,True,11689,False,False,0,315030178.0,0.38,101.98
resargento,904,708,2,30563,False,38537,False,False,0,219225509.0,0.42,56.96
crazyl1f,2,6,0,2,False,2,True,True,0,110064111.0,0.66,29.0
TaniasimonTania,29,26,0,22,False,55,True,False,0,181903739.0,0.39,89.49
bandofhorses,211940,8401,3884,2003,True,2266,False,False,0,319882437.0,0.34,133.42
sparker,405390,599,4903,30,True,519,False,False,0,236838572.0,0.29,121.77
gitamonte,130,158,0,1020,False,1613,True,False,0,110708773.0,0.37,83.1
junecohen,17016,623,928,186,False,3588,False,False,0,343545444.0,0.28,161.37
larryellison,102815,40,1231,3,True,1,True,False,0,215066133.0,0.27,115.0
PleasureEllis,769105,432406,15315,13620,True,165833,False,False,0,340922900.0,0.39,105.81
Carl_C_Icahn,365642,109,4857,3,True,384,True,False,0,181822394.0,0.33,112.5
LillianSaysSo,1241,2858,171,245,False,7229,True,False,0,317342869.0,0.61,53.01
SaraRoMenen,407,464,15,1041,False,817,False,False,0,183689876.0,0.29,132.19
Readygov,146379,875,3564,4387,True,6515,False,False,0,333626551.0,0.25,164.61
50cent,10233955,4,34150,76,True,14045,False,False,0,323932619.0,0.33,127.95
WonderboyMMA,141864,333,714,8484,True,8380,True,False,0,236382226.0,0.42,93.16
NASA,30612735,299,93701,5207,True,55283,False,False,0,355464919.0,0.22,224.19
iPoonampandey,885886,61,2766,588,True,16831,False,False,0,256982717.0,0.38,114.23
Andrewdiazgonz1,39,664,0,106,False,101,True,False,0,101506467.0,0.44,77.54
kaliedascope786,106,330,3,72,False,558,True,False,0,260267387.0,0.42,86.22
kramergirl,667809,364,2111,1758,True,13820,False,False,0,316570174.0,0.37,113.65
Alyssa_Milano,3545772,3763,37512,13420,True,55161,False,False,0,315532898.0,0.45,96.08
RobertVinluan,860,440,43,5721,False,5067,False,False,0,227248325.0,0.41,94.44
Oprah,42049913,302,89652,157,True,12622,False,False,0,320836647.0,0.35,133.4
ImRo45,13434971,46,3578,280,True,2081,False,False,0,285521949.0,0.37,114.47
CP3,7736746,890,15052,494,True,6010,False,False,0,306789042.0,0.41,106.32
BryanCranston,2125742,73,7211,9,True,698,False,False,0,298795407.0,0.24,185.29
davidmfoley,810,830,36,1249,False,10258,False,False,0,344852814.0,0.29,131.77
davidgross_man,7298,4463,108,129678,False,58381,False,False,0,258780091.0,0.4,81.75
KenJennings,299601,524,4096,32392,True,23082,False,False,0,259349501.0,0.38,92.58
JoeTrippi,823150,4314,4316,1049,True,56707,False,False,0,369967712.0,0.28,138.19
AndreaUrbanPhD,266,823,7,6323,False,1124,True,False,0,206022541.0,0.34,114.66
KnowledgeAli,53,98,0,610,False,523,True,False,0,64642493.0,0.43,71.8
ihansika,4527628,316,2512,1624,True,10974,True,False,0,303935570.0,0.38,106.39
PerkinsEastman,15222,1321,414,2008,True,4505,False,False,0,312379694.0,0.22,231.25
harryRpotter,4,49,0,288,False,132,True,False,0,255329771.0,0.35,100.42
Ginuwine,210930,1028,1406,19,True,19511,False,False,0,314684657.0,0.38,97.12
